6656,2008-02-04 15:02:51,116.24661,39.94602
6656,2008-02-04 15:15:58,116.22127,39.95338
6656,2008-02-04 15:16:00,116.22127,39.95338
6656,2008-02-04 15:16:03,116.22127,39.95339
6656,2008-02-04 15:16:08,116.22128,39.9534
6656,2008-02-04 15:16:13,116.22129,39.95341
6656,2008-02-04 15:16:18,116.22128,39.9534
6656,2008-02-04 15:16:23,116.22129,39.9534
6656,2008-02-04 15:16:28,116.2213,39.9534
6656,2008-02-04 15:16:33,116.22129,39.9534
6656,2008-02-04 15:16:38,116.2213,39.95339
6656,2008-02-04 15:16:43,116.22129,39.95339
6656,2008-02-04 15:16:48,116.22129,39.95338
6656,2008-02-04 15:16:53,116.22129,39.95338
6656,2008-02-04 15:16:58,116.2213,39.95339
6656,2008-02-04 15:17:03,116.2213,39.95338
6656,2008-02-04 15:17:08,116.22129,39.95338
6656,2008-02-04 15:17:13,116.22128,39.95338
6656,2008-02-04 15:17:18,116.22128,39.95338
6656,2008-02-04 15:17:23,116.22128,39.95338
6656,2008-02-04 15:17:28,116.22129,39.95338
6656,2008-02-04 15:17:33,116.22129,39.95338
6656,2008-02-04 15:17:38,116.22129,39.95338
6656,2008-02-04 15:17:43,116.22129,39.95338
6656,2008-02-04 15:17:43,116.22129,39.95338
6656,2008-02-04 15:17:48,116.2213,39.95338
6656,2008-02-04 15:17:48,116.2213,39.95338
6656,2008-02-04 15:17:53,116.2213,39.95338
6656,2008-02-04 15:17:53,116.2213,39.95338
6656,2008-02-04 15:17:58,116.22129,39.95339
6656,2008-02-04 15:18:03,116.22128,39.95339
6656,2008-02-04 15:18:13,116.22127,39.95339
6656,2008-02-04 15:18:18,116.22127,39.9534
6656,2008-02-04 15:18:23,116.22126,39.9534
6656,2008-02-04 15:18:28,116.22127,39.95341
6656,2008-02-04 15:18:33,116.22127,39.95341
6656,2008-02-04 15:18:38,116.22126,39.95341
6656,2008-02-04 15:18:38,116.22126,39.95341
6656,2008-02-04 15:18:43,116.22126,39.95341
6656,2008-02-04 15:18:48,116.22126,39.9534
6656,2008-02-04 15:18:53,116.22126,39.95339
6656,2008-02-04 15:18:58,116.22126,39.95339
6656,2008-02-04 15:19:03,116.22127,39.95339
6656,2008-02-04 15:19:08,116.22128,39.95339
6656,2008-02-04 15:19:13,116.22128,39.95339
6656,2008-02-04 15:19:18,116.22128,39.95339
6656,2008-02-04 15:19:23,116.22128,39.95339
6656,2008-02-04 15:19:28,116.22129,39.95339
6656,2008-02-04 15:19:33,116.22128,39.95339
6656,2008-02-04 15:19:38,116.22128,39.9534
6656,2008-02-04 15:19:43,116.22128,39.9534
6656,2008-02-04 15:19:48,116.22128,39.9534
6656,2008-02-04 15:19:53,116.22127,39.9534
6656,2008-02-04 15:19:58,116.22127,39.9534
6656,2008-02-04 15:20:03,116.22127,39.95341
6656,2008-02-04 15:20:08,116.22127,39.9534
6656,2008-02-04 15:20:13,116.22127,39.9534
6656,2008-02-04 15:20:18,116.22128,39.95341
6656,2008-02-04 15:20:23,116.22128,39.9534
6656,2008-02-04 15:20:28,116.22127,39.9534
6656,2008-02-04 15:20:33,116.22127,39.95339
6656,2008-02-04 15:20:38,116.22127,39.9534
6656,2008-02-04 15:20:43,116.22127,39.9534
6656,2008-02-04 15:20:48,116.22127,39.9534
5075,2008-02-03 22:02:37,116.24724,39.94599
5075,2008-02-03 22:02:42,116.24661,39.94603
5075,2008-02-03 22:02:47,116.24645,39.94604
5075,2008-02-03 22:02:52,116.24646,39.94605
5075,2008-02-03 22:02:57,116.24647,39.94606
5075,2008-02-03 22:03:02,116.24648,39.94606
5075,2008-02-03 22:03:07,116.24648,39.94606
5075,2008-02-03 22:03:12,116.24631,39.94606
5075,2008-02-03 22:03:17,116.24587,39.94609
5075,2008-02-03 22:03:22,116.24532,39.94611
5075,2008-02-03 22:03:27,116.24469,39.94615
5075,2008-02-03 22:03:27,116.24469,39.94615
5075,2008-02-03 22:03:32,116.24401,39.94619
5075,2008-02-03 22:03:37,116.24334,39.94624
5075,2008-02-03 22:03:42,116.24267,39.94626
5075,2008-02-03 22:03:47,116.24201,39.94629
5075,2008-02-03 22:03:52,116.24143,39.94632
5075,2008-02-03 22:03:57,116.24087,39.94637
5075,2008-02-03 22:04:07,116.24029,39.94652
5075,2008-02-03 22:04:12,116.24028,39.94672
5075,2008-02-03 22:04:17,116.24025,39.94701
5075,2008-02-03 22:04:22,116.24019,39.94737
5075,2008-02-03 22:04:27,116.24017,39.94772
5075,2008-02-03 22:04:32,116.24018,39.94804
5075,2008-02-03 22:04:37,116.24019,39.94831
